section,department,agency,subagency_name,subagency_acronym,acronyms_mentioned,agencies_mentioned,racialized_terms,text
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""immigration"", ""civil rights"", ""citizen"")",* Pursue aggressive enforcement of the immigration laws within the Immigrant and Employee Rights Section of the Civil Rights Division to ensure that no American citizen is discriminated against in the employment context in favor of a temporary or foreign worker.96
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""immigration"", ""civil rights"", ""citizen"")",* Pursue aggressive enforcement of the immigration laws within the Immigrant and Employee Rights Section of the Civil Rights Division to ensure that no American citizen is discriminated against in the employment context in favor of a temporary or foreign worker.96
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""immigration"", ""civil rights"", ""citizen"")",* Pursue aggressive enforcement of the immigration laws within the Immigrant and Employee Rights Section of the Civil Rights Division to ensure that no American citizen is discriminated against in the employment context in favor of a temporary or foreign worker.96
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""immigration"", ""civil rights"", ""citizen"")",* Pursue aggressive enforcement of the immigration laws within the Immigrant and Employee Rights Section of the Civil Rights Division to ensure that no American citizen is discriminated against in the employment context in favor of a temporary or foreign worker.96
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"in exchange for exorbitant fees—than there are in the area of immigration. Fraud and unethical behavior are rampant in the immigration system and must be addressed—not only to ensure that the federal government is operating in a proper manner, but also for the sake of the aliens involved in"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"in exchange for exorbitant fees—than there are in the area of immigration. Fraud and unethical behavior are rampant in the immigration system and must be addressed—not only to ensure that the federal government is operating in a proper manner, but also for the sake of the aliens involved in"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"in exchange for exorbitant fees—than there are in the area of immigration. Fraud and unethical behavior are rampant in the immigration system and must be addressed—not only to ensure that the federal government is operating in a proper manner, but also for the sake of the aliens involved in"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"in exchange for exorbitant fees—than there are in the area of immigration. Fraud and unethical behavior are rampant in the immigration system and must be addressed—not only to ensure that the federal government is operating in a proper manner, but also for the sake of the aliens involved in"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"in exchange for exorbitant fees—than there are in the area of immigration. Fraud and unethical behavior are rampant in the immigration system and must be addressed—not only to ensure that the federal government is operating in a proper manner, but also for the sake of the aliens involved in"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""race"", ""ethnicity"")","The National Crime Victimization Survey, which is the nation’s largest crime survey and predates the BJS (it dates to the Nixon Administration), is of particular importance, and the department should prioritize and sufficiently fund it. This survey provides the only comprehensive and credible alternative to police reports for showing who commits crimes. The demographic information that crime victims provide through the survey about who commits crimes against them enables such reports as “Race and Ethnicity of Violent Crime Offenders and Arrestees, 2018,”98 which was published in January 2021 and finds that police are arresting those who, according to victims, actually commit crimes."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""race"", ""ethnicity"")","The National Crime Victimization Survey, which is the nation’s largest crime survey and predates the BJS (it dates to the Nixon Administration), is of particular importance, and the department should prioritize and sufficiently fund it. This survey provides the only comprehensive and credible alternative to police reports for showing who commits crimes. The demographic information that crime victims provide through the survey about who commits crimes against them enables such reports as “Race and Ethnicity of Violent Crime Offenders and Arrestees, 2018,”98 which was published in January 2021 and finds that police are arresting those who, according to victims, actually commit crimes."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""race"", ""ethnicity"")","The National Crime Victimization Survey, which is the nation’s largest crime survey and predates the BJS (it dates to the Nixon Administration), is of particular importance, and the department should prioritize and sufficiently fund it. This survey provides the only comprehensive and credible alternative to police reports for showing who commits crimes. The demographic information that crime victims provide through the survey about who commits crimes against them enables such reports as “Race and Ethnicity of Violent Crime Offenders and Arrestees, 2018,”98 which was published in January 2021 and finds that police are arresting those who, according to victims, actually commit crimes."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""race"", ""ethnicity"")","The National Crime Victimization Survey, which is the nation’s largest crime survey and predates the BJS (it dates to the Nixon Administration), is of particular importance, and the department should prioritize and sufficiently fund it. This survey provides the only comprehensive and credible alternative to police reports for showing who commits crimes. The demographic information that crime victims provide through the survey about who commits crimes against them enables such reports as “Race and Ethnicity of Violent Crime Offenders and Arrestees, 2018,”98 which was published in January 2021 and finds that police are arresting those who, according to victims, actually commit crimes."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""race"", ""ethnicity"")","The National Crime Victimization Survey, which is the nation’s largest crime survey and predates the BJS (it dates to the Nixon Administration), is of particular importance, and the department should prioritize and sufficiently fund it. This survey provides the only comprehensive and credible alternative to police reports for showing who commits crimes. The demographic information that crime victims provide through the survey about who commits crimes against them enables such reports as “Race and Ethnicity of Violent Crime Offenders and Arrestees, 2018,”98 which was published in January 2021 and finds that police are arresting those who, according to victims, actually commit crimes."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""equity"", ""racial"")","74. See “Advancing Equity and Racial Justice Through the Federal Government,” The White House, https://www. whitehouse.gov/equity/ (accessed February 4, 2023)."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""equity"", ""racial"")","74. See “Advancing Equity and Racial Justice Through the Federal Government,” The White House, https://www. whitehouse.gov/equity/ (accessed February 4, 2023)."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""equity"", ""racial"")","74. See “Advancing Equity and Racial Justice Through the Federal Government,” The White House, https://www. whitehouse.gov/equity/ (accessed February 4, 2023)."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""equity"", ""racial"")","74. See “Advancing Equity and Racial Justice Through the Federal Government,” The White House, https://www. whitehouse.gov/equity/ (accessed February 4, 2023)."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""equity"", ""racial"")","74. See “Advancing Equity and Racial Justice Through the Federal Government,” The White House, https://www. whitehouse.gov/equity/ (accessed February 4, 2023)."
